Year,ICPSR State Code,Alphanumeric State Code,State,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted,Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP),% Non-citizen,Prison,Probation,Parole,Total Ineligible Felon,Overseas Eligible
2014,0,0,United States,0.37,0.36,0.33,83262122,81687059,227157964,245712915,0.08,1493706,2298993,548576,3329718,5345814
2014,41,1,Alabama,0.33,0.33,0.32,1191274,1180413,3588783,3751844,0.03,31691,53640,8097,69826,
2014,81,2,Alaska,0.55,0.54,0.51,285431,282382,520562,553473,0.04,5216,7077,2210,11389,
2014,61,3,Arizona,0.34,0.33,0.3,1537671,1506416,4510186,5110890,0.1,37516,73232,7502,86028,
2014,42,4,Arkansas,0.4,0.4,0.38,852642,848592,2117881,2263040,0.04,17756,28192,21743,55287,
2014,71,5,California,0.31,0.3,0.25,7513972,7317581,24440416,29646675,0.17,136088,0,87104,223192,
2014,62,6,Colorado,0.55,0.54,0.49,2080071,2041020,3800664,4128890,0.07,19121,0,10067,29188,
2014,1,7,Connecticut,0.43,0.42,0.39,1096556,1089880,2577311,2828791,0.08,16113,0,2564,18677,
2014,11,8,Delaware,0.35,0.34,0.32,238110,234038,681526,735156,0.05,6625,15665,676,16073,
2014,55,9,District of Columbia,0.36,0.35,0.32,177176,175071,495899,547228,0.09,0,0,0,0,
2014,43,10,Florida,0.43,0.43,0.38,6026802,5951561,13914216,15816663,0.11,95671,227087,4519,227359,
2014,44,11,Georgia,0.39,0.38,0.34,2596947,2567761,6725041,7601982,0.07,50499,471067,25547,339844,
2014,82,12,Hawaii,0.37,0.36,0.33,369554,366125,1012123,1113693,0.09,5721,0,0,5721,
2014,63,13,Idaho,0.4,0.39,0.37,445307,439830,1119882,1205611,0.05,7901,33450,4217,30850,
2014,21,14,Illinois,0.41,0.4,0.37,3680417,3627690,9028752,9922399,0.09,46465,0,0,46465,
2014,22,15,Indiana,0.29,0.28,0.27,1387622,1341814,4829510,5033872,0.04,28638,0,0,28638,
2014,31,16,Iowa,0.5,0.5,0.47,1142284,1129700,2269179,2386733,0.04,8686,29929,5769,31215,
2014,32,17,Kansas,0.43,0.43,0.4,887023,869502,2048164,2184712,0.05,9326,16328,4051,22521,
2014,51,18,Kentucky,0.45,0.44,0.42,1459409,1435868,3247300,3406506,0.03,21402,54107,16729,68431,
2014,45,19,Louisiana,0.45,0.44,0.42,1503975,1472039,3349433,3545845,0.03,37881,40979,29619,90448,
2014,2,20,Maine,0.59,0.58,0.57,616996,611255,1051557,1071521,0.02,0,0,0,0,
2014,52,21,Maryland,0.42,0.42,0.37,1745104,1733177,4154546,4645171,0.09,20388,79539,11537,76467,
2014,3,22,Massachusetts,0.45,0.44,0.4,2186789,2158326,4896296,5369534,0.09,10014,0,0,10014,
2014,23,23,Michigan,0.43,0.43,0.41,3188956,3156531,7383958,7700110,0.04,42900,0,0,42900,
2014,33,24,Minnesota,0.51,0.5,0.47,1992613,1981511,3935121,4194166,0.05,10003,97661,6642,71335,
2014,46,25,Mississippi,,0.29,0.28,,631858,2181131,2267463,0.02,18756,34398,9883,47902,
2014,34,26,Missouri,0.34,0.32,0.31,1509025,1426303,4493722,4682458,0.02,31432,47303,18495,76417,
2014,64,27,Montana,0.48,0.47,0.46,373831,369826,787748,802644,0.01,3681,0,0,3681,
2014,35,28,Nebraska,0.41,0.41,0.38,552115,539891,1334453,1419489,0.05,5221,12940,1067,13534,
2014,65,29,Nevada,0.3,0.29,0.25,552546,547349,1867644,2173640,0.13,12537,12027,5927,25199,
2014,4,30,New Hampshire,0.48,0.48,0.46,495565,488159,1025862,1061054,0.03,2867,0,0,2867,
2014,12,31,New Jersey,0.33,0.31,0.27,1955042,1869535,6014127,6936661,0.12,20255,115898,14889,100047,
2014,66,32,New Mexico,,0.35,0.32,,512805,1449503,1586442,0.08,6879,16060,2255,18128,
2014,13,33,New York,0.29,0.28,0.25,3930310,3819010,13553426,15544111,0.12,48376,0,44889,93265,
2014,47,34,North Carolina,0.41,0.41,0.38,2939767,2915281,7143737,7693406,0.06,35726,90918,10025,96665,
2014,36,35,North Dakota,0.45,0.44,0.43,255128,248670,567221,582205,0.02,1700,0,0,1700,
2014,24,36,Ohio,0.36,0.35,0.34,3149876,3055913,8701243,8969074,0.02,51024,0,0,51024,
2014,53,37,Oklahoma,0.3,0.3,0.28,825607,824831,2755091,2940437,0.05,27650,28568,2560,46208,
2014,72,38,Oregon,0.53,0.51,0.47,1541782,1469717,2887517,3115883,0.07,15075,0,0,15075,
2014,14,39,Pennsylvania,0.37,0.36,0.35,3535576,3495866,9689491,10100271,0.04,49643,0,0,49643,
2014,5,40,Rhode Island,0.42,0.42,0.39,329212,324055,776286,842605,0.08,3294,0,0,3294,
2014,48,41,South Carolina,0.35,0.35,0.33,1261611,1246301,3584461,3760480,0.04,20917,35096,5225,45796,
2014,37,42,South Dakota,0.45,0.44,0.43,282291,279412,630989,647810,0.02,3528,0,2611,6139,
2014,54,43,Tennessee,0.3,0.29,0.27,1430117,1374065,4799476,5060636,0.04,28495,62950,13498,77245,
2014,49,44,Texas,,0.28,0.24,,4727208,16675420,19847831,0.14,157361,388101,111412,486110,
2014,67,45,Utah,0.3,0.3,0.28,577973,565970,1905801,2054936,0.07,6824,0,0,6824,
2014,6,46,Vermont,0.41,0.39,0.38,202445,193087,495884,507304,0.02,0,0,0,0,
2014,40,47,Virginia,0.37,0.37,0.34,2194346,2184473,5962456,6489957,0.07,36943,54966,1732,69456,
2014,73,48,Washington,0.43,0.41,0.37,2123901,2029189,4928407,5467270,0.08,17345,94112,9880,79928,
2014,56,49,West Virginia,0.32,0.31,0.31,462864,451498,1447652,1472594,0.01,6873,7174,2749,13639,
2014,25,50,Wisconsin,0.57,0.57,0.54,2422248,2410314,4260427,4470265,0.03,22097,46212,20010,67986,
2014,68,51,Wyoming,0.4,0.39,0.37,171153,168390,431434,451484,0.03,2330,5196,715,5955,
2012,0,0,United States,0.59,0.58,0.54,130292355,129070906,222474111,240957993,0.08,1473412,2342582,637410,3352390,5127418
2012,41,1,Alabama,,0.59,0.56,,2074338,3539217,3707440,0.03,32232,57993,8616,71584,
2012,81,2,Alaska,0.59,0.59,0.55,301694,300495,511792,543763,0.04,5633,7173,1882,11317,
2012,61,3,Arizona,0.53,0.53,0.47,2323579,2306559,4387900,4959270,0.1,35188,72452,7460,81048,
2012,42,4,Arkansas,0.51,0.51,0.48,1078548,1069468,2109847,2242740,0.04,14471,30122,23372,53808,
2012,71,5,California,0.56,0.55,0.45,13202158,13038547,23681837,28913129,0.17,119455,0,89287,208742,
2012,62,6,Colorado,0.71,0.7,0.65,2596173,2569522,3675871,3981208,0.07,18807,0,11458,30265,
2012,1,7,Connecticut,0.61,0.61,0.56,1560640,1558960,2543202,2801375,0.09,16935,0,2793,19728,
2012,11,8,Delaware,,0.62,0.58,,413921,663967,715708,0.05,6610,15641,601,15501,
2012,55,9,District of Columbia,0.62,0.62,0.56,294254,293764,477582,528848,0.1,0,0,0,0,
2012,43,10,Florida,0.63,0.63,0.55,8538264,8474179,13495057,15380947,0.11,91954,240869,4538,224153,
2012,44,11,Georgia,0.59,0.59,0.52,3919355,3900050,6606607,7452696,0.07,52737,442061,24761,311790,
2012,82,12,Hawaii,0.45,0.44,0.4,437159,434697,982902,1088335,0.09,5544,0,0,5544,
2012,63,13,Idaho,0.61,0.6,0.56,666290,652274,1091410,1173727,0.05,7985,31606,3848,28584,
2012,21,14,Illinois,0.59,0.59,0.53,5279752,5242014,8899143,9827043,0.09,49348,0,0,49348,
2012,22,15,Indiana,0.56,0.55,0.53,2663368,2624534,4755291,4960376,0.04,28266,0,0,28266,
2012,31,16,Iowa,0.71,0.7,0.67,1589951,1582180,2251748,2356209,0.03,8470,29333,5151,29167,
2012,32,17,Kansas,0.58,0.57,0.54,1182771,1156254,2030686,2162442,0.05,9346,17021,5126,23493,
2012,51,18,Kentucky,0.56,0.56,0.53,1815843,1797212,3229185,3368684,0.02,21863,54511,14419,65173,
2012,45,19,Louisiana,0.61,0.6,0.57,2014548,1994065,3311626,3495847,0.03,40047,41298,28946,90881,
2012,2,20,Maine,0.69,0.68,0.67,724758,713180,1046008,1064779,0.02,0,0,0,0,
2012,52,21,Maryland,0.67,0.67,0.6,2734062,2707327,4063582,4553853,0.09,20871,96640,13195,85285,
2012,3,22,Massachusetts,0.66,0.66,0.6,3184196,3167767,4809675,5263550,0.08,10283,0,0,10283,
2012,23,23,Michigan,0.65,0.65,0.62,4780701,4730961,7312725,7625576,0.04,43019,0,0,43019,
2012,33,24,Minnesota,0.76,0.76,0.71,2950780,2936561,3861598,4114820,0.04,9383,108157,6006,72712,
2012,46,25,Mississippi,,0.59,0.57,,1285584,2166825,2246931,0.02,22305,30768,6804,45416,
2012,34,26,Missouri,,0.62,0.6,,2757323,4432957,4628500,0.03,30714,55470,20672,80785,
2012,64,27,Montana,0.64,0.63,0.62,491966,484048,774476,785454,0.01,3592,0,0,3592,
2012,35,28,Nebraska,0.61,0.6,0.57,804245,794379,1316915,1396507,0.05,4466,14260,1383,13407,
2012,65,29,Nevada,0.57,0.56,0.48,1016664,1014918,1800969,2105976,0.13,12883,11321,5379,24262,
2012,4,30,New Hampshire,0.71,0.7,0.68,718700,710972,1013420,1047978,0.03,2672,0,0,2672,
2012,12,31,New Jersey,0.62,0.62,0.53,3683638,3640292,5918182,6847503,0.12,21759,114886,14987,97636,
2012,66,32,New Mexico,0.55,0.55,0.5,786522,783757,1436363,1573400,0.07,6553,21381,5078,22963,
2012,13,33,New York,0.54,0.53,0.46,7128852,7074723,13324107,15344671,0.13,49889,0,46222,96111,
2012,47,34,North Carolina,0.65,0.65,0.6,4542488,4505372,6947954,7496980,0.06,35567,96070,4359,90843,
2012,36,35,North Dakota,0.6,0.6,0.59,325564,322627,539164,549955,0.02,1500,0,0,1500,
2012,24,36,Ohio,0.65,0.65,0.63,5632423,5580822,8649495,8896930,0.02,50313,0,0,50313,
2012,53,37,Oklahoma,,0.49,0.46,,1334872,2713268,2885093,0.05,25225,25506,2310,41053,
2012,72,38,Oregon,0.64,0.63,0.59,1820507,1789270,2836101,3050747,0.07,13607,0,0,13607,
2012,14,39,Pennsylvania,,0.6,0.57,,5742040,9651432,10037099,0.03,50054,0,0,50054,
2012,5,40,Rhode Island,,0.58,0.53,,446049,768918,834983,0.08,3249,0,0,3249,
2012,48,41,South Carolina,0.57,0.56,0.54,1981516,1964118,3486838,3662322,0.04,21895,34945,6116,46532,
2012,37,42,South Dakota,0.6,0.59,0.58,368270,363815,613190,631472,0.02,3574,0,2761,6335,
2012,54,43,Tennessee,0.52,0.52,0.49,2478870,2458577,4736084,4976284,0.03,28135,64430,13138,75421,
2012,49,44,Texas,,0.5,0.42,,7993851,16119973,19185395,0.14,157564,405473,112288,484753,
2012,67,45,Utah,0.56,0.56,0.51,1028786,1017440,1833339,1978956,0.07,6611,0,0,6611,
2012,6,46,Vermont,0.61,0.61,0.6,301793,299290,493355,502242,0.02,0,0,0,0,
2012,40,47,Virginia,0.67,0.66,0.61,3888186,3854489,5834676,6348827,0.07,36425,52956,1983,66475,
2012,73,48,Washington,0.66,0.65,0.59,3172939,3125516,4822060,5329782,0.08,16355,88339,8895,72070,
2012,56,49,West Virginia,,0.46,0.46,,670438,1447066,1472642,0.01,7052,8573,2052,13648,
2012,25,50,Wisconsin,,0.73,0.7,,3068434,4209370,4417273,0.03,21987,46328,20023,66564,
2012,68,51,Wyoming,0.59,0.59,0.56,250701,249061,425142,441726,0.03,2163,5162,762,5661,
2010,0,0,United States,0.42,0.41,0.38,90912015,89099476,217551109,236022989,0.09,1512225,1321051,629644,3244035,4972217
2010,41,1,Alabama,0.43,0.43,0.41,1503232,1494273,3472582,3661784,0.03,31587,50622,9006,86889,
2010,81,2,Alaska,0.53,0.52,0.49,261128,256192,493764,528744,0.04,5576,6959,2089,13601,
2010,61,3,Arizona,0.42,0.41,0.36,1750840,1727791,4209544,4807398,0.1,35368,52316,7993,96443,
2010,42,4,Arkansas,0.38,0.38,0.35,789773,781333,2081156,2216171,0.04,16047,26995,21106,53752,
2010,71,5,California,0.46,0.44,0.36,10529134,10095485,22946053,28167234,0.18,146412,0,105133,217629,
2010,62,6,Colorado,0.52,0.51,0.47,1828323,1787730,3533054,3843619,0.07,21559,0,11014,28322,
2010,1,7,Connecticut,0.46,0.46,0.42,1153872,1153115,2512981,2765843,0.08,18553,0,2894,20768,
2010,11,8,Delaware,0.49,0.48,0.44,316754,307402,646969,696940,0.06,6307,4448,560,11326,
2010,55,9,District of Columbia,0.3,0.29,0.26,135846,132656,458619,506765,0.1,0,0,0,0,
2010,43,10,Florida,0.42,0.42,0.36,5473787,5411106,12961184,14916066,0.11,97944,165760,4093,272113,
2010,44,11,Georgia,0.41,0.4,0.36,2623035,2576161,6464845,7255919,0.07,54710,185286,25091,254264,
2010,82,12,Hawaii,0.4,0.4,0.36,386302,382563,959531,1062593,0.09,5813,0,0,5912,
2010,63,13,Idaho,0.43,0.42,0.39,459079,452535,1069446,1147210,0.05,7268,13721,3957,23131,
2010,21,14,Illinois,0.43,0.42,0.38,3792770,3729989,8798829,9735944,0.09,46314,0,0,48418,
2010,22,15,Indiana,0.38,0.37,0.36,1791832,1744481,4697111,4896656,0.04,27481,0,0,28028,
2010,31,16,Iowa,0.51,0.5,0.48,1133429,1116063,2234516,2328262,0.03,9276,8862,3197,19916,
2010,32,17,Kansas,0.43,0.42,0.39,857658,838790,2011497,2137815,0.05,8741,3704,5063,15287,
2010,51,18,Kentucky,0.44,0.42,0.41,1417995,1356468,3198093,3332204,0.02,20385,25688,14628,53546,
2010,45,19,Louisiana,0.4,0.39,0.37,1298649,1264994,3249524,3438247,0.03,39335,42599,26202,95145,
2010,2,20,Maine,0.56,0.55,0.54,580584,572766,1038201,1055605,0.02,0,0,0,0,
2010,52,21,Maryland,0.47,0.46,0.42,1868179,1857880,4001034,4449617,0.09,21992,26164,13195,55407,
2010,3,22,Massachusetts,0.49,0.49,0.45,2319963,2297039,4693670,5152976,0.09,10429,0,0,11312,
2010,23,23,Michigan,0.45,0.45,0.43,3268217,3226088,7245281,7555742,0.04,43499,0,0,44113,
2010,33,24,Minnesota,0.56,0.55,0.52,2123369,2107021,3802677,4041199,0.05,9281,42661,5807,55361,
2010,46,25,Mississippi,,0.37,0.36,,788549,2129334,2220094,0.02,21067,26793,6434,51077,
2010,34,26,Missouri,0.46,0.45,0.42,1997271,1943899,4366435,4581260,0.03,30178,54916,19421,95250,
2010,64,27,Montana,0.48,0.48,0.47,367096,360341,758653,770601,0.01,3706,0,0,3716,
2010,35,28,Nebraska,0.39,0.38,0.36,503514,487988,1301483,1375023,0.05,4324,4080,941,9138,
2010,65,29,Nevada,0.41,0.41,0.35,723515,721404,1747288,2046400,0.14,12653,8067,4964,23202,
2010,4,30,New Hampshire,0.46,0.46,0.44,461423,456588,999918,1033023,0.03,2694,0,0,2761,
2010,12,31,New Jersey,0.38,0.36,0.31,2200974,2121584,5834037,6750869,0.12,25007,57517,15563,90306,
2010,66,32,New Mexico,0.45,0.43,0.39,630013,602827,1408872,1552212,0.08,6541,14855,3146,23087,
2010,13,33,New York,0.36,0.36,0.31,4763899,4658586,13135048,15111583,0.13,50668,0,48542,80927,
2010,47,34,North Carolina,0.4,0.39,0.36,2700706,2660079,6785463,7310093,0.06,38341,36740,3621,78667,
2010,36,35,North Dakota,0.47,0.46,0.45,241039,238812,516974,527497,0.02,1480,0,0,1487,
2010,24,36,Ohio,0.46,0.45,0.44,3956028,3852453,8571952,8826908,0.02,51116,0,0,51712,
2010,53,37,Oklahoma,0.39,0.39,0.36,1043507,1034767,2666767,2839030,0.04,25893,20601,2627,48167,
2010,72,38,Oregon,0.54,0.53,0.49,1487210,1453548,2760607,2984806,0.07,12262,0,0,14014,
2010,14,39,Pennsylvania,0.42,0.42,0.4,4055336,3987551,9565822,9946290,0.03,50116,0,0,51264,
2010,5,40,Rhode Island,0.45,0.45,0.41,346357,342290,763534,829913,0.08,3357,0,0,3357,
2010,48,41,South Carolina,0.4,0.4,0.38,1365480,1344198,3388417,3571250,0.04,23074,21144,6412,47928,
2010,37,42,South Dakota,0.54,0.53,0.52,323410,317083,599507,616113,0.02,3373,0,2843,4856,
2010,54,43,Tennessee,0.35,0.35,0.33,1620619,1601549,4622919,4878724,0.04,27213,52178,12157,85708,
2010,49,44,Texas,0.33,0.32,0.27,5066957,4979870,15514007,18487369,0.14,164507,247136,104763,473167,
2010,67,45,Utah,0.37,0.36,0.34,653274,643307,1772934,1914974,0.07,6536,0,0,6807,
2010,6,46,Vermont,0.5,0.49,0.49,243617,241605,488942,498254,0.02,0,0,0,0,
2010,40,47,Virginia,0.39,0.39,0.35,2214505,2189841,5660589,6194717,0.07,36020,56654,2624,95376,
2010,73,48,Washington,0.54,0.53,0.48,2565589,2511094,4724350,5190736,0.08,17331,15452,6956,37165,
2010,56,49,West Virginia,0.37,0.37,0.36,536493,529948,1442003,1468812,0.01,6673,6650,1796,14229,
2010,25,50,Wisconsin,0.52,0.52,0.5,2185021,2171331,4172130,4365214,0.03,22724,22602,19572,55112,
2010,68,51,Wyoming,0.46,0.46,0.44,190822,188463,414536,430673,0.02,2059,3231,682,5684,
2008,0,0,United States,0.62,0.62,0.57,132609063,131304731,213313508,230872030,0.08,1605448,2451085,627680,3144831,4972217
2008,41,1,Alabama,0.61,0.61,0.58,2105622,2099819,3454510,3595708,0.02,30508,53252,8042,61155,74079
2008,81,2,Alaska,0.68,0.68,0.64,327341,326197,479429,507645,0.04,5014,6708,1732,9234,60686
2008,61,3,Arizona,0.57,0.57,0.49,2320851,2293475,4046075,4673718,0.12,39589,82232,7534,84472,90036
2008,42,4,Arkansas,0.53,0.53,0.5,1095958,1086617,2071563,2174846,0.03,14716,31169,19908,40255,43963
2008,71,5,California,0.62,0.61,0.5,13743177,13561900,22261504,27411094,0.18,173670,0,120753,234047,486207
2008,62,6,Colorado,0.72,0.71,0.65,2422236,2401361,3382959,3708955,0.08,23274,0,11654,29101,71854
2008,1,7,Connecticut,,0.67,0.6,,1646792,2471082,2725917,0.09,20661,0,2328,21825,45799
2008,11,8,Delaware,0.66,0.66,0.61,413562,412398,628200,680493,0.05,7075,17216,551,15959,12658
2008,55,9,District of Columbia,0.62,0.62,0.55,266871,265853,432566,481971,0.1,0,0,0,0,6916
2008,43,10,Florida,0.67,0.66,0.58,8453743,8390744,12687407,14558436,0.11,102388,279760,4528,244532,451907
2008,44,11,Georgia,0.63,0.63,0.56,3940705,3924440,6281872,7063638,0.07,52719,397081,23448,262984,141001
2008,82,12,Hawaii,0.49,0.49,0.44,456064,453568,930067,1036088,0.1,5955,0,0,5955,20090
2008,63,13,Idaho,0.65,0.64,0.59,667506,655032,1029416,1117842,0.05,7290,49513,3361,33727,26779
2008,21,14,Illinois,0.64,0.64,0.57,5578195,5523051,8681138,9615700,0.09,45474,0,0,45474,200530
2008,22,15,Indiana,0.6,0.59,0.57,2805986,2751054,4653019,4826231,0.03,28322,0,0,28322,89605
2008,31,16,Iowa,0.7,0.69,0.67,1543662,1537123,2216094,2298515,0.03,8766,22958,3159,21825,43108
2008,32,17,Kansas,0.64,0.62,0.59,1264208,1235872,1991759,2100084,0.04,8539,16263,4958,19150,42495
2008,51,18,Kentucky,0.59,0.58,0.56,1858578,1826508,3152629,3277617,0.02,21706,51035,12277,53362,58518
2008,45,19,Louisiana,0.62,0.61,0.59,1979852,1960761,3205794,3342279,0.02,38381,40025,24636,70712,68285
2008,2,20,Maine,0.72,0.71,0.7,744456,731163,1036242,1049816,0.01,0,0,0,0,21362
2008,52,21,Maryland,0.68,0.67,0.61,2661905,2631596,3925117,4342850,0.08,23324,96360,13220,78114,77074
2008,3,22,Massachusetts,0.67,0.67,0.61,3102995,3080985,4612550,5058035,0.09,11408,0,0,11408,77830
2008,23,23,Michigan,0.7,0.69,0.66,5039080,5001766,7229512,7528460,0.03,48738,0,0,48738,163673
2008,33,24,Minnesota,0.78,0.78,0.73,2921147,2910369,3740142,3975974,0.04,9910,127627,5081,76264,70063
2008,46,25,Mississippi,,0.61,0.59,,1289856,2113347,2190402,0.02,22754,22267,2922,35349,45082
2008,34,26,Missouri,0.68,0.68,0.65,2950504,2925205,4327572,4507688,0.03,30186,57360,20683,69208,96710
2008,64,27,Montana,0.67,0.66,0.65,497599,491960,741853,755384,0.01,3545,0,0,3545,22898
2008,35,28,Nebraska,0.64,0.63,0.59,811923,801281,1274719,1348048,0.04,4520,19606,846,14746,27311
2008,65,29,Nevada,0.57,0.57,0.48,970019,967848,1696831,2000277,0.14,12743,13337,3908,21366,45656
2008,4,30,New Hampshire,0.73,0.72,0.7,719643,710970,992226,1021787,0.03,2702,0,0,2702,25558
2008,12,31,New Jersey,0.68,0.67,0.58,3910220,3868237,5776527,6651284,0.12,25953,128737,15849,98246,110559
2008,66,32,New Mexico,0.61,0.61,0.55,833365,830158,1362629,1505830,0.08,6402,20883,3724,18706,31444
2008,13,33,New York,0.6,0.59,0.51,7721718,7640640,12948969,14876971,0.12,60347,0,52225,86460,263787
2008,47,34,North Carolina,0.66,0.66,0.61,4354571,4310789,6584302,7096503,0.06,39482,109678,3409,96026,133483
2008,36,35,North Dakota,0.64,0.63,0.62,321133,316621,504762,512768,0.01,1452,0,0,1452,11179
2008,24,36,Ohio,0.68,0.67,0.65,5773777,5698260,8513079,8757453,0.02,51686,0,0,51686,174703
2008,53,37,Oklahoma,0.56,0.56,0.53,1474694,1462661,2619121,2770219,0.04,25864,27940,3073,41371,57046
2008,72,38,Oregon,0.68,0.68,0.63,1845251,1827864,2700327,2916246,0.07,14167,0,0,14167,63480
2008,14,39,Pennsylvania,0.64,0.64,0.61,6071357,6012692,9457942,9813664,0.03,49215,0,0,49215,203791
2008,5,40,Rhode Island,0.62,0.62,0.57,475428,471766,763608,825786,0.07,4045,0,0,4045,13827
2008,48,41,South Carolina,0.58,0.58,0.55,1927153,1920969,3311044,3473488,0.03,24326,41254,1947,45927,72241
2008,37,42,South Dakota,0.66,0.65,0.63,387449,381975,590720,602539,0.01,3342,0,2720,4702,20144
2008,54,43,Tennessee,0.57,0.57,0.55,2618238,2599749,4563192,4771926,0.03,27228,58109,10578,61572,127930
2008,49,44,Texas,,0.54,0.46,,8077795,14929810,17756112,0.14,172506,427080,102921,437507,549216
2008,67,45,Utah,0.57,0.56,0.52,971185,952370,1700286,1840087,0.07,6552,0,0,6552,31783
2008,6,46,Vermont,0.68,0.67,0.66,326822,325046,482677,492610,0.02,0,0,0,0,10546
2008,40,47,Virginia,0.68,0.67,0.62,3753059,3723260,5555415,6022123,0.07,38276,53614,4471,67319,124689
2008,73,48,Washington,0.67,0.67,0.6,3071587,3036878,4561163,5032960,0.08,17926,113134,11768,80377,138296
2008,56,49,West Virginia,0.51,0.5,0.49,731691,713362,1430439,1453045,0.01,6059,8283,2005,11203,33788
2008,25,50,Wisconsin,0.73,0.72,0.69,2997086,2983417,4120694,4306876,0.03,23379,50418,18105,57641,78721
2008,68,51,Wyoming,0.63,0.63,0.61,256035,254658,405732,418040,0.02,2084,5438,727,5167,13832
2006,0,0,United States,0.41,0.4,0.37,85769132,83815592,207643594,225485399,0.09,1566526,2418574,587305,3363118,4417527
2006,41,1,Alabama,,0.38,0.36,,1250401,3338467,3513952,0.02,28241,55766,7795,63919,
2006,81,2,Alaska,0.51,0.51,0.48,238307,237322,465169,492452,0.05,5069,6095,973,9090,
2006,61,3,Arizona,0.4,0.39,0.33,1553032,1526782,3923786,4490327,0.13,35892,73265,6213,78738,
2006,42,4,Arkansas,0.39,0.39,0.36,780409,774680,2004193,2130080,0.03,13729,31508,16666,46149,
2006,71,5,California,0.41,0.4,0.32,8899059,8679416,21582217,26739781,0.19,175512,0,111744,287256,
2006,62,6,Colorado,0.48,0.47,0.43,1586105,1558405,3297308,3569901,0.08,22481,0,8196,30677,
2006,1,7,Connecticut,0.48,0.47,0.43,1162391,1134780,2437559,2683538,0.08,20566,0,2571,23137,
2006,11,8,Delaware,0.43,0.42,0.39,258053,254099,601341,659410,0.05,7206,16958,600,16285,
2006,55,9,District of Columbia,0.29,0.28,0.26,122356,120620,426612,466827,0.1,0,0,0,0,
2006,43,10,Florida,0.4,0.4,0.34,4884544,4829270,12187858,14211669,0.12,92969,272977,4785,234243,
2006,44,11,Georgia,0.35,0.35,0.31,2143845,2122258,6115331,6799654,0.07,52792,422790,22851,287038,
2006,82,12,Hawaii,0.38,0.38,0.35,348988,344315,908925,1012975,0.08,5967,0,0,5967,
2006,63,13,Idaho,0.46,0.45,0.42,458927,450832,993010,1072895,0.04,7124,48609,2482,33911,
2006,21,14,Illinois,0.41,0.4,0.36,3586292,3486671,8667453,9483856,0.09,45106,0,0,45106,
2006,22,15,Indiana,0.38,0.37,0.35,1719351,1666922,4559294,4743856,0.03,26091,0,0,26091,
2006,31,16,Iowa,0.49,0.48,0.46,1071509,1048033,2178322,2267991,0.03,8875,22622,3560,23746,
2006,32,17,Kansas,0.44,0.44,0.41,864083,849700,1948850,2062668,0.05,8816,15518,4666,21241,
2006,51,18,Kentucky,0.44,0.4,0.39,1370062,1253526,3100828,3218000,0.02,20000,41162,10162,50743,
2006,45,19,Louisiana,0.31,0.3,0.28,954896,902498,3043573,3239317,0.02,37012,38057,24072,80113,
2006,2,20,Maine,,0.54,0.53,,550865,1016287,1037200,0.02,0,0,0,0,
2006,52,21,Maryland,0.47,0.47,0.42,1809237,1788316,3833349,4261205,0.08,22945,75698,14271,75065,
2006,3,22,Massachusetts,0.49,0.49,0.44,2243835,2219779,4552794,4970780,0.09,11032,0,0,11032,
2006,23,23,Michigan,0.53,0.52,0.5,3852008,3801256,7292624,7532918,0.04,51577,0,0,51577,
2006,33,24,Minnesota,0.61,0.6,0.56,2217552,2202987,3667707,3896561,0.04,9108,127289,4007,76760,
2006,46,25,Mississippi,,0.29,0.29,,610921,2077420,2154112,0.01,21068,24107,1970,35092,
2006,34,26,Missouri,0.51,0.5,0.48,2178278,2128459,4253541,4427266,0.02,30167,54963,18374,76023,
2006,64,27,Montana,0.57,0.56,0.56,411061,406505,720447,734669,0.01,3572,0,0,3572,
2006,35,28,Nebraska,0.49,0.48,0.45,610499,596087,1251027,1325932,0.04,4407,18731,662,14435,
2006,65,29,Nevada,0.37,0.37,0.31,586274,582572,1579222,1907976,0.14,12901,13208,3518,23023,
2006,4,30,New Hampshire,0.43,0.41,0.4,418550,403531,975281,1006234,0.03,2805,0,0,2805,
2006,12,31,New Jersey,0.41,0.4,0.34,2315643,2250070,5701033,6565183,0.12,27371,132636,13874,107563,
2006,66,32,New Mexico,0.43,0.43,0.39,568597,561084,1320285,1464560,0.08,6639,16493,2831,17717,
2006,13,33,New York,0.37,0.35,0.3,4703830,4490053,12878632,14665626,0.12,63315,0,53533,116848,
2006,47,34,North Carolina,0.33,0.31,0.29,2036451,1940808,6264630,6799585,0.06,37460,110419,3101,95771,
2006,36,35,North Dakota,0.45,0.45,0.44,220479,218152,486142,503647,0.02,1363,0,0,1363,
2006,24,36,Ohio,0.5,0.48,0.46,4184072,4022754,8461211,8687609,0.02,49166,0,0,49166,
2006,53,37,Oklahoma,,0.36,0.34,,926462,2547224,2709819,0.04,26243,27415,4329,44280,
2006,72,38,Oregon,0.53,0.53,0.48,1399650,1379475,2628937,2829482,0.07,13707,0,0,13707,
2006,14,39,Pennsylvania,,0.44,0.43,,4096077,9283762,9680466,0.03,44397,0,0,44397,
2006,5,40,Rhode Island,0.52,0.51,0.47,392882,384993,754219,824887,0.08,3996,0,0,3996,
2006,48,41,South Carolina,0.35,0.35,0.33,1117311,1091952,3152046,3332190,0.03,23616,38353,3072,45865,
